Term,Role,Attribute,Freq,numdocs,_keep,Key,Parent,Parent_id,_ispar,Weight
いつ,,Alpha,3,3,Y,1402,,1402,,0.7219578525
すぐ,,Alpha,1,1,Y,1403,,1403,,1
バイト,,Alpha,1,1,Y,1404,,1404,,1
管理する,,Alpha,1,1,Y,1405,,1405,+,1
遭遇する,,Alpha,1,1,Y,1406,,1406,,1
医学部教授,,Alpha,1,1,Y,1407,,1407,,1
尊さ,,Alpha,1,1,Y,4044,1338,1338,.,1
山村,,Alpha,1,1,Y,1408,,1408,,1
郷里,,Alpha,1,1,Y,1409,,1409,,1
長野県,,Alpha,2,2,Y,1410,,1410,,0.8245749364
飲食店,,Alpha,1,1,Y,1411,,1411,,1
tv.shinshu,,Mixed,1,1,Y,1412,,1412,,1
パチンコ,,Alpha,1,1,Y,1413,,1413,,1
突破した,,Alpha,1,1,Y,4045,2954,2954,.,1
シンポジウム,,Alpha,1,1,Y,1414,,1414,,1
いて,,Alpha,3,3,Y,4046,1448,1448,.,0.7219578525
中心,,Alpha,4,4,Y,1415,,1415,,0.6491498728
消す,,Alpha,1,1,Y,1416,,1416,+,1
ちょうど,,Alpha,2,2,Y,1417,,1417,,0.8245749364
味わえる,,Alpha,1,1,Y,1418,,1418,+,1
菱,,Alpha,2,1,Y,1419,,1419,,1
年度,,Alpha,1,1,Y,1420,,1420,,1
目当て,,Alpha,1,1,Y,1421,,1421,,1
センチメートル,,Alpha,4,1,Y,1422,,1422,,1
home,,Alpha,1,1,Y,1423,,1423,,1
小田,,Alpha,1,1,Y,1424,,1424,,1
ぶどう,,Alpha,1,1,Y,1425,,1425,,1
始める,,Alpha,2,2,Y,1426,,1426,+,0.8245749364
おそらく,,Alpha,1,1,Y,1427,,1427,,1
販売する,,Alpha,1,1,Y,1428,,1428,+,1
高,,Alpha,3,2,Y,1429,,1429,,0.8389078949
囲む,,Alpha,1,1,Y,1430,,1430,+,1
基本,,Alpha,1,1,Y,1431,,1431,,1
視点,,Alpha,1,1,Y,1432,,1432,,1
小国町,,Alpha,1,1,Y,1433,,1433,,1
お気持ち,,Alpha,1,1,Y,1434,,1434,,1
いら,,Alpha,1,1,Y,4047,1448,1448,.,1
事例,,Alpha,2,2,Y,1435,,1435,,0.8245749364
守り,,Alpha,1,1,Y,4048,1445,1445,.,1
登録,,Alpha,3,2,Y,1436,,1436,,0.8389078949
笑う,,Alpha,2,2,Y,1437,,1437,+,0.8245749364
笑う,,Alpha,1,1,Y,1437,1437,1437,.,0.8245749364
身体,,Alpha,1,1,Y,1438,,1438,,1
隔月,,Alpha,1,1,Y,1439,,1439,,1
高め,,Alpha,1,1,Y,1440,,1440,,1
バック,,Alpha,3,2,Y,1441,,1441,,0.8389078949
大変な試合,nlpNounGroup,Alpha,1,1,Y,1442,,1442,,1
あ,,Alpha,3,3,Y,1443,,1443,,0.7219578525
すし,,Alpha,1,1,Y,1444,,1444,,1
守る,,Alpha,1,1,Y,1445,,1445,+,1
携帯電話,nlpNounGroup,Alpha,1,1,Y,1446,,1446,,1
数,,Alpha,3,2,Y,1447,,1447,,0.8389078949
いる,,Alpha,135,39,Y,1448,,1448,+,0.1366233024
いる,,Alpha,61,27,Y,1448,1448,1448,.,0.1366233024
店内,,Alpha,1,1,Y,1449,,1449,,1
現れる,,Alpha,1,1,Y,1450,,1450,,1
葉山プール,nlpNounGroup,Alpha,1,1,Y,1451,,1451,,1
no.,,Abbr,1,1,Y,1452,,1452,,1
い,,Alpha,52,23,Y,4049,1448,1448,.,0.2463357539
女子,,Alpha,2,2,Y,1453,,1453,,0.8245749364
道路,,Alpha,1,1,Y,1454,,1454,,1
沖縄県,,Alpha,3,1,Y,1455,,1455,,1
公開して,,Alpha,1,1,Y,4050,2958,2958,.,1
漫画家デビュー,nlpNounGroup,Alpha,1,1,Y,1456,,1456,,1
地位,,Alpha,1,1,Y,1457,,1457,,1
毎年,,Alpha,1,1,Y,1458,,1458,,1
悪かった,,Alpha,1,1,Y,4051,1335,1335,.,1
う,,Alpha,1,1,Y,1459,,1459,,1
孔明,,Alpha,2,1,Y,1460,,1460,,1
満足,,Alpha,1,1,Y,1461,,1461,,1
特別,,Alpha,1,1,Y,1462,,1462,,1
生息する,,Alpha,1,1,Y,1463,,1463,,1
いわ,,Alpha,3,3,Y,4052,1277,1277,.,0.7219578525
受け,,Alpha,1,1,Y,1464,,1464,,1
変だ,,Alpha,1,1,Y,1465,,1465,+,1
展示,,Alpha,2,2,Y,1466,,1466,,0.8245749364
遊び,,Alpha,2,1,Y,4053,1476,1476,.,1
回答,,Alpha,1,1,Y,1467,,1467,,1
石橋,,Alpha,1,1,Y,1468,,1468,,1
被告,,Alpha,2,2,Y,1469,,1469,,0.8245749364
そして,,Alpha,8,7,Y,1470,,1470,,0.5175810751
知事発言,nlpNounGroup,Alpha,1,1,Y,1471,,1471,,1
by,,Alpha,1,1,Y,1472,,1472,,1
ぉ,,Alpha,1,1,Y,1473,,1473,,1
陽子,,Alpha,1,1,Y,1474,,1474,,1
お,,Alpha,41,19,Y,1475,,1475,,0.3020208656
遊ぶ,,Alpha,3,1,Y,1476,,1476,+,1
参加する,,Alpha,3,3,Y,1477,,1477,+,0.7219578525
参加する,,Alpha,1,1,Y,1477,1477,1477,.,0.7219578525
か,,Alpha,50,18,Y,1478,,1478,,0.3265292222
お茶,,Alpha,1,1,Y,1479,,1479,,1
いずれ,,Alpha,2,2,Y,1480,,1480,,0.8245749364
観察して,,Alpha,1,1,Y,4054,2992,2992,.,1
が,,Alpha,255,49,Y,1481,,1481,,0.088749651
japan,,Alpha,1,1,Y,1482,,1482,,1
東経,,Alpha,3,2,Y,1483,,1483,,0.8389078949
裁判,,Alpha,2,2,Y,1484,,1484,,0.8245749364
ついて,,Alpha,14,9,Y,4055,1883,1883,.,0.4824588609
言える,,Alpha,1,1,Y,1485,,1485,,1
自然環境,nlpNounGroup,Alpha,1,1,Y,1486,,1486,,1
き,,Alpha,10,6,Y,4056,384,384,.,0.5926756163
料,,Alpha,2,2,Y,1487,,1487,,0.8245749364
すむ,,Alpha,1,1,Y,1488,,1488,+,1
参り,,Alpha,2,2,Y,4057,1495,1495,.,0.8245749364
県産,,Alpha,2,2,Y,1489,,1489,,0.8245749364
被害,,Alpha,1,1,Y,1490,,1490,,1
結構だ,,Alpha,1,1,Y,1491,,1491,+,1
思い出し,nlpNounGroup,Alpha,1,1,Y,1492,,1492,,1
観光情報 旬ナビ,nlpNounGroup,Alpha,1,1,Y,1493,,1493,,1
ぎ,,Alpha,2,2,Y,1494,,1494,,0.8245749364
すめ,,Alpha,1,1,Y,4058,1488,1488,.,1
参る,,Alpha,2,2,Y,1495,,1495,+,0.8245749364
標本,,Alpha,1,1,Y,1496,,1496,,1
起因する,,Alpha,1,1,Y,1497,,1497,,1
ヨーロッパ,,Alpha,1,1,Y,1498,,1498,,1
(プリペードカード支給,nlpNounGroup,Alpha,1,1,Y,1499,,1499,,1
すっ,,Alpha,1,1,Y,1500,,1500,,1
グルメ,,Alpha,3,1,Y,1501,,1501,,1
望くぎ,nlpNounGroup,Alpha,1,1,Y,1502,,1502,,1
チャイルドシート,,Alpha,1,1,Y,1503,,1503,,1
ぐ,,Alpha,1,1,Y,1504,,1504,,1
予見,,Alpha,1,1,Y,1505,,1505,,1
疑い,,Alpha,1,1,Y,1506,,1506,,1
狙って,,Alpha,1,1,Y,4059,1692,1692,.,1
川,,Alpha,2,2,Y,1507,,1507,,0.8245749364
州,,Alpha,1,1,Y,1508,,1508,,1
バー,,Alpha,1,1,Y,1509,,1509,,1
問題,,Alpha,6,3,Y,1510,,1510,,0.7440288839
変な,,Alpha,1,1,Y,4060,1465,1465,.,1
火口,,Alpha,5,1,Y,1511,,1511,,1
迎春,,Alpha,1,1,Y,1512,,1512,,1
活かす,,Alpha,1,1,Y,1513,,1513,+,1
特別だ,,Alpha,1,1,Y,1514,,1514,+,1
こ,,Alpha,3,3,Y,4061,1927,1927,.,0.7219578525
複数,,Alpha,1,1,Y,1515,,1515,,1
ご,,Alpha,3,3,Y,1516,,1516,,0.7219578525
想い,,Alpha,1,1,Y,4062,1527,1527,.,1
江本,,Alpha,1,1,Y,1517,,1517,,1
禁錮,,Alpha,1,1,Y,1518,,1518,,1
贈呈,,Alpha,1,1,Y,1519,,1519,,1
全焼し,,Alpha,1,1,Y,4063,1722,1722,.,1
満たす,,Alpha,1,1,Y,1520,,1520,+,1
若返って,,Alpha,1,1,Y,4064,2626,2626,.,1
さ,,Alpha,22,15,Y,4065,1538,1538,.,0.3513051614
経済,,Alpha,2,2,Y,1521,,1521,,0.8245749364
ｊｒ,,Alpha,1,1,Y,1522,,1522,,1
フォーク,,Alpha,1,1,Y,1523,,1523,,1
ざ,,Alpha,5,3,Y,1524,,1524,,0.7595009048
すら,,Alpha,1,1,Y,1525,,1525,,1
家来,,Alpha,1,1,Y,1526,,1526,,1
想う,,Alpha,1,1,Y,1527,,1527,+,1
ブログ,,Alpha,1,1,Y,1528,,1528,,1
伝わる,,Alpha,1,1,Y,1529,,1529,+,1
未経験,,Alpha,1,1,Y,1530,,1530,,1
立入禁止,,Alpha,1,1,Y,1531,,1531,,1
し,,Alpha,40,23,Y,4066,1538,1538,.,0.2500454821
市,,Alpha,18,11,Y,1532,,1532,,0.4122893681
多重,,Alpha,1,1,Y,1533,,1533,,1
親子,,Alpha,1,1,Y,1534,,1534,,1
小麦粉使用量,nlpNounGroup,Alpha,1,1,Y,1535,,1535,,1
医学部助教授等,nlpNounGroup,Alpha,1,1,Y,1536,,1536,,1
萩,,Alpha,3,1,Y,1537,,1537,,1
する,,Alpha,147,40,Y,1538,,1538,+,0.1174453729
する,,Alpha,16,9,Y,1538,1538,1538,.,0.1174453729
ぺんぺん草,,Alpha,1,1,Y,1539,,1539,,1
ランキング,,Alpha,5,3,Y,1540,,1540,,0.7330156672
す,,Alpha,5,4,Y,4067,1538,1538,.,0.6628456418
布,,Alpha,1,1,Y,1541,,1541,,1
行い,,Alpha,2,2,Y,1542,,1542,,0.8245749364
転職,,Alpha,1,1,Y,1543,,1543,,1
保健所,,Alpha,1,1,Y,1544,,1544,,1
津久井湖,,Alpha,1,1,Y,1545,,1545,,1
雲一つ,nlpNounGroup,Alpha,1,1,Y,1546,,1546,,1
多数開催,nlpNounGroup,Alpha,1,1,Y,1547,,1547,,1
ず,,Alpha,10,8,Y,4068,1628,1628,.,0.4874205782
工,,Alpha,1,1,Y,1548,,1548,,1
収穫,,Alpha,2,2,Y,1549,,1549,,0.8245749364
助教授,,Alpha,3,1,Y,1550,,1550,,1
嫉妬する,,Alpha,1,1,Y,1551,,1551,,1
シンガポール,,Alpha,1,1,Y,1552,,1552,,1
番組内容,nlpNounGroup,Alpha,1,1,Y,1553,,1553,,1
せ,,Alpha,6,3,Y,4069,1538,1538,.,0.7804328737
旅,,Alpha,3,2,Y,1554,,1554,,0.8389078949
行う,,Alpha,8,5,Y,1555,,1555,+,0.6052936069
行う,,Alpha,3,2,Y,1555,1555,1555,.,0.6052936069
謳わ,,Alpha,1,1,Y,4070,1361,1361,.,1
中盤,,Alpha,3,1,Y,1556,,1556,,1
予告,,Alpha,1,1,Y,1557,,1557,,1
使い方,,Alpha,1,1,Y,1558,,1558,,1
どころか,,Alpha,1,1,Y,1559,,1559,,1
取り除いて,,Alpha,1,1,Y,4071,1237,1237,.,1
若い親子,nlpNounGroup,Alpha,1,1,Y,1560,,1560,,1
特別な,,Alpha,1,1,Y,4072,1514,1514,.,1
心地良い,,Alpha,1,1,Y,1561,,1561,,1
黙認する,,Alpha,1,1,Y,1562,,1562,+,1
上田選手,nlpNounGroup,Alpha,1,1,Y,1563,,1563,,1
そ,,Alpha,1,1,Y,1564,,1564,,1
囲ま,,Alpha,1,1,Y,4073,1430,1430,.,1
cm,,Alpha,3,1,Y,1565,,1565,,1
ぞ,,Alpha,1,1,Y,1566,,1566,,1
係長,,Alpha,3,2,Y,1567,,1567,,0.8389078949
加算,,Alpha,1,1,Y,1568,,1568,,1
動物,,Alpha,3,3,Y,1569,,1569,,0.7219578525
海外,,Alpha,2,2,Y,1570,,1570,,0.8245749364
見頃,,Alpha,1,1,Y,1571,,1571,,1
た,,Alpha,1,1,Y,4074,1629,1629,.,1
のだ,,Alpha,38,16,Y,1572,,1572,+,0.3375160253
のだ,,Alpha,4,2,Y,1572,1572,1572,.,0.3375160253
歩道,,Alpha,1,1,Y,1573,,1573,,1
熱々,,Alpha,2,2,Y,1574,,1574,,0.8245749364
新富町,,Alpha,1,1,Y,1575,,1575,,1
聞かせ,,Alpha,1,1,Y,4075,1073,1073,.,1
だ,,Alpha,285,46,Y,1576,,1576,+,0.1086318973
だ,,Alpha,11,7,Y,1576,1576,1576,.,0.1086318973
鍵,,Alpha,2,2,Y,1577,,1577,,0.8245749364
のむ,,Alpha,5,5,Y,1578,,1578,+,0.5926756163
景色,,Alpha,2,2,Y,1579,,1579,,0.8245749364
許可,,Alpha,1,1,Y,1580,,1580,,1
農業,,Alpha,1,1,Y,1581,,1581,,1
なので,,Alpha,4,4,Y,1582,,1582,,0.6491498728
模索したり,,Alpha,1,1,Y,4076,998,998,.,1
米,,Alpha,8,1,Y,1583,,1583,,1
新婦,,Alpha,6,1,Y,1584,,1584,,1
富山県,,Alpha,1,1,Y,1585,,1585,,1
活動報告書,nlpNounGroup,Alpha,1,1,Y,1586,,1586,,1
め,,Alpha,1,1,Y,1587,,1587,,1
今,,Alpha,3,3,Y,1588,,1588,,0.7219578525
差,,Alpha,5,1,Y,1589,,1589,,1
取材,,Alpha,1,1,Y,1590,,1590,,1
オペレーション,,Alpha,1,1,Y,1591,,1591,,1
も,,Alpha,87,33,Y,1592,,1592,,0.1907025688
京,,Alpha,1,1,Y,1593,,1593,,1
下記,,Alpha,1,1,Y,1594,,1594,,1
櫃屋道,nlpNounGroup,Alpha,1,1,Y,1595,,1595,,1
ホーム ニュース 番組 アナウンサー イベント,nlpNounGroup,Alpha,1,1,Y,1596,,1596,,1
つ,,Alpha,7,6,Y,1597,,1597,,0.557641031
行く,,Alpha,1,1,Y,1598,,1598,,1
霹靂,,Alpha,1,1,Y,1599,,1599,,1
行き先,,Alpha,1,1,Y,1600,,1600,,1
こんにちは,,Alpha,2,2,Y,1601,,1601,,0.8245749364
観光バス,nlpNounGroup,Alpha,1,1,Y,1602,,1602,,1
づ,,Alpha,1,1,Y,1603,,1603,,1
や,,Alpha,46,25,Y,1604,,1604,,0.2266056675
ください,,Alpha,17,9,Y,4077,1790,1790,.,0.5270191103
供述して,,Alpha,1,1,Y,4078,3086,3086,.,1
て,,Alpha,6,6,Y,1605,,1605,,0.546532789
ので,,Alpha,20,11,Y,4079,1572,1572,.,0.4489116232
八戸市,,Alpha,1,1,Y,1606,,1606,,1
製造会社,,Alpha,1,1,Y,1607,,1607,,1
で,,Alpha,191,42,Y,4080,1576,1576,.,0.121982638
蒸気機関車,nlpNounGroup,Alpha,1,1,Y,1608,,1608,,1
と,,Alpha,250,40,Y,1609,,1609,,0.1294741795
折々,,Alpha,1,1,Y,1610,,1610,,1
このような,,Alpha,1,1,Y,1611,,1611,,1
抑え目です,,Alpha,1,1,Y,4081,320,320,.,1
東海道本線,nlpNounGroup,Alpha,2,1,Y,1612,,1612,,1
国道トンネル入り口,nlpNounGroup,Alpha,1,1,Y,1613,,1613,,1
よ,,Alpha,5,4,Y,1614,,1614,,0.6628456418
外様,,Alpha,1,1,Y,1615,,1615,,1
求人掲載,nlpNounGroup,Alpha,1,1,Y,1616,,1616,,1
's,,Mixed,2,2,Y,1617,,1617,,0.8245749364
な,,Alpha,12,9,Y,1618,,1618,,0.4698557728
ら,,Alpha,7,6,Y,1619,,1619,,0.557641031
甘,,Alpha,1,1,Y,1620,,1620,,1
年式,,Alpha,1,1,Y,1621,,1621,,1
江蘇,,Alpha,1,1,Y,1622,,1622,,1
衣装,,Alpha,1,1,Y,1623,,1623,,1
ただし,,Alpha,3,3,Y,4082,1633,1633,.,0.7219578525
冷める,,Alpha,1,1,Y,1624,,1624,+,1
に,,Alpha,320,47,Y,1625,,1625,,0.0946332992
り,,Alpha,1,1,Y,1626,,1626,,1
栃木県,,Alpha,2,1,Y,1627,,1627,,1
起こさ,,Alpha,1,1,Y,4083,1650,1650,.,1
ぬ,,Alpha,10,8,Y,1628,,1628,+,0.4874205782
る,,Alpha,2,2,Y,1629,,1629,+,0.8245749364
る,,Alpha,1,1,Y,1629,1629,1629,.,0.8245749364
旗,,Alpha,1,1,Y,1630,,1630,,1
のる,,Alpha,2,2,Y,1631,,1631,+,0.8245749364
のる,,Alpha,1,1,Y,1631,1631,1631,.,0.8245749364
米沢,,Alpha,1,1,Y,1632,,1632,,1
ただす,,Alpha,3,3,Y,1633,,1633,+,0.7219578525
青い南国,nlpNounGroup,Alpha,1,1,Y,1634,,1634,,1
ね,,Alpha,13,7,Y,1635,,1635,,0.5614902943
れ,,Alpha,15,11,Y,4084,840,840,.,0.4081935028
方,,Alpha,9,8,Y,1636,,1636,,0.4828990525
継いで,,Alpha,1,1,Y,4085,349,349,.,1
締結した,,Alpha,1,1,Y,4086,3125,3125,.,1
(ｍｃ,nlpNounGroup,Alpha,1,1,Y,1637,,1637,,1
穀倉地,nlpNounGroup,Alpha,1,1,Y,1638,,1638,,1
四半世紀,nlpNounGroup,Alpha,1,1,Y,1639,,1639,,1
の,,Alpha,566,49,Y,1640,,1640,,0.0885245026
他,,Alpha,2,2,Y,1641,,1641,,0.8245749364
浜,,Alpha,3,3,Y,1642,,1642,,0.7219578525
よい,,Alpha,3,3,Y,1643,,1643,,0.7219578525
ガロ,,Alpha,1,1,Y,1644,,1644,,1
動向,,Alpha,1,1,Y,1645,,1645,,1
枝木,nlpNounGroup,Alpha,2,1,Y,1646,,1646,,1
は,,Alpha,337,48,Y,1647,,1647,,0.0880975768
派,,Alpha,1,1,Y,1648,,1648,,1
変える,,Alpha,1,1,Y,1649,,1649,,1
起こす,,Alpha,2,2,Y,1650,,1650,+,0.8245749364
起こす,,Alpha,1,1,Y,1650,1650,1650,.,0.8245749364
めぐって,,Alpha,1,1,Y,4087,1378,1378,.,1
相互協力,nlpNounGroup,Alpha,2,1,Y,1651,,1651,,1
わ,,Alpha,6,5,Y,1652,,1652,,0.6050078101
どう,,Alpha,2,2,Y,1653,,1653,,0.8245749364
よう,,Alpha,8,4,Y,4088,1272,1272,.,0.7283025491
県庁,,Alpha,1,1,Y,1654,,1654,,1
裁判長,,Alpha,1,1,Y,1655,,1655,,1
-4363 搬入,nlpNounGroup,Alpha,1,1,Y,1656,,1656,,1
http://www.tax.metro.tokyo.jp/oshirase/2001/200111_hotel.htm,,Mixed,1,1,Y,1657,,1657,,1
人,,Alpha,27,16,Y,1658,,1658,,0.3235265192
仙,,Alpha,2,2,Y,1659,,1659,,0.8245749364
生,,Alpha,2,2,Y,1660,,1660,,0.8245749364
待遇,,Alpha,3,1,Y,1661,,1661,,1
あさって,,Alpha,1,1,Y,1662,,1662,,1
けん引役,,Alpha,1,1,Y,1663,,1663,,1
を,,Alpha,301,48,Y,1664,,1664,,0.0810023938
12-91,,Mixed,1,1,Y,1665,,1665,,1
今日,,Alpha,1,1,Y,1666,,1666,,1
残る,,Alpha,1,1,Y,1667,,1667,+,1
ん,,Alpha,21,12,Y,1668,,1668,,0.4226071954
看板,,Alpha,2,1,Y,1669,,1669,,1
自然,,Alpha,4,3,Y,1670,,1670,,0.7368624046
陽司,,Alpha,2,1,Y,1671,,1671,,1
締結して,,Alpha,1,1,Y,4089,3125,3125,.,1
ダッシュする,,Alpha,1,1,Y,1672,,1672,+,1
在庫状況,nlpNounGroup,Alpha,1,1,Y,1673,,1673,,1
産,,Alpha,3,1,Y,1674,,1674,,1
なかった,,Alpha,9,7,Y,4090,2405,2405,.,0.5218824
開催する,,Alpha,2,1,Y,1675,,1675,+,1
-局長,nlpNounGroup,Alpha,1,1,Y,1676,,1676,,1
ぶ,,Alpha,3,3,Y,1677,,1677,,0.7219578525
都合,,Alpha,1,1,Y,1678,,1678,,1
カイロ,,Alpha,1,1,Y,1679,,1679,,1
白飯,nlpNounGroup,Alpha,1,1,Y,1680,,1680,,1
業務概要,nlpNounGroup,Alpha,1,1,Y,1681,,1681,,1
うどん料理,nlpNounGroup,Alpha,1,1,Y,1682,,1682,,1
分けて,,Alpha,1,1,Y,4091,1712,1712,.,1
関する,,Alpha,2,2,Y,1683,,1683,,0.8245749364
へ,,Alpha,15,9,Y,1684,,1684,,0.5194103618
撮影,,Alpha,1,1,Y,1685,,1685,,1
花束,,Alpha,1,1,Y,1686,,1686,,1
開発,,Alpha,1,1,Y,1687,,1687,,1
経験者,,Alpha,1,1,Y,1688,,1688,,1
-5711,,Num,1,1,Y,1689,,1689,,1
国主,,Alpha,1,1,Y,1690,,1690,,1
空港,,Alpha,1,1,Y,1691,,1691,,1
よく,,Alpha,4,3,Y,4092,1272,1272,.,0.7368624046
狙う,,Alpha,1,1,Y,1692,,1692,+,1
なくなる,,Alpha,1,1,Y,1693,,1693,+,1
師範学校,,Alpha,4,1,Y,1694,,1694,,1
提訴する,,Alpha,1,1,Y,1695,,1695,+,1
類推する,,Alpha,1,1,Y,1696,,1696,+,1
-72 種別,nlpNounGroup,Alpha,1,1,Y,1697,,1697,,1
総務部 企画部 生活文化スポーツ部,nlpNounGroup,Alpha,1,1,Y,1698,,1698,,1
日,,Alpha,31,15,Y,1699,,1699,,0.3474446635
用,,Alpha,2,2,Y,1700,,1700,,0.8245749364
直接,,Alpha,1,1,Y,1701,,1701,,1
ｅｕ加盟国,nlpNounGroup,Alpha,1,1,Y,1702,,1702,,1
代,,Alpha,8,4,Y,1703,,1703,,0.7283025491
浩,,Alpha,1,1,Y,1704,,1704,,1
co.ltd,,Mixed,1,1,Y,1705,,1705,,1
工学,,Alpha,2,1,Y,1706,,1706,,1
一方だ,,Alpha,1,1,Y,1707,,1707,+,1
分譲住宅,,Alpha,1,1,Y,1708,,1708,,1
旧,,Alpha,1,1,Y,1709,,1709,,1
張る,,Alpha,1,1,Y,1710,,1710,+,1
じろい,,Alpha,2,1,Y,1711,,1711,+,1
分ける,,Alpha,2,1,Y,1712,,1712,+,1
解ける,,Alpha,1,1,Y,1713,,1713,,1
放漫経営,nlpNounGroup,Alpha,1,1,Y,1714,,1714,,1
ブランド米,nlpNounGroup,Alpha,1,1,Y,1715,,1715,,1
どこ,,Alpha,1,1,Y,1716,,1716,,1
のま,,Alpha,1,1,Y,4093,1578,1578,.,1
地域ブランド成功例,nlpNounGroup,Alpha,1,1,Y,1717,,1717,,1
ま,,Alpha,1,1,Y,1718,,1718,,1
のみ,,Alpha,4,4,Y,4094,1578,1578,.,0.6491498728
入手,,Alpha,2,1,Y,1719,,1719,,1
弁護,,Alpha,1,1,Y,1720,,1720,,1
登用,,Alpha,1,1,Y,1721,,1721,,1
じろう,,Alpha,2,1,Y,4095,1711,1711,.,1
全焼する,,Alpha,1,1,Y,1722,,1722,+,1
修補請求,nlpNounGroup,Alpha,1,1,Y,1723,,1723,,1
み,,Alpha,11,8,Y,4096,2641,2641,.,0.4888153867
挙式,,Alpha,1,1,Y,1724,,1724,,1
アップ,,Alpha,1,1,Y,1725,,1725,,1
難民受け入れ問題,nlpNounGroup,Alpha,1,1,Y,1726,,1726,,1
まあ,,Alpha,1,1,Y,1727,,1727,,1
get,,Alpha,1,1,Y,1728,,1728,,1
旬,,Alpha,1,1,Y,1729,,1729,,1
放送,,Alpha,3,2,Y,1730,,1730,,0.8389078949
生え,,Alpha,1,1,Y,4097,576,576,.,1
違い,,Alpha,1,1,Y,1731,,1731,,1
起こる,,Alpha,1,1,Y,1732,,1732,,1
新たな挑戦,nlpNounGroup,Alpha,1,1,Y,1733,,1733,,1
席,,Alpha,1,1,Y,1734,,1734,,1
田,,Alpha,3,3,Y,1735,,1735,,0.7219578525
行方,,Alpha,2,1,Y,1736,,1736,,1
ｅｕ,,Alpha,1,1,Y,1737,,1737,,1
一方で,,Alpha,1,1,Y,4098,1707,1707,.,1
素敵だ,,Alpha,1,1,Y,1738,,1738,+,1
いくつか,,Alpha,1,1,Y,1739,,1739,,1
主催して,,Alpha,1,1,Y,4099,3180,3180,.,1
対応して,,Alpha,1,1,Y,4100,3181,3181,.,1
獣害全体,nlpNounGroup,Alpha,1,1,Y,1740,,1740,,1
伊,,Alpha,2,1,Y,1741,,1741,,1
稲葉,,Alpha,1,1,Y,1742,,1742,,1
違う,,Alpha,4,4,Y,1743,,1743,,0.6491498728
帯,,Alpha,1,1,Y,1744,,1744,,1
畑,,Alpha,1,1,Y,1745,,1745,,1
魚,,Alpha,1,1,Y,1746,,1746,,1
藩邸,,Alpha,1,1,Y,1747,,1747,,1
小さい,,Alpha,3,2,Y,1748,,1748,,0.8389078949
手数料,,Alpha,1,1,Y,1749,,1749,,1
買い手,,Alpha,1,1,Y,1750,,1750,,1
意識した,,Alpha,1,1,Y,4101,3209,3209,.,1
f1,,Mixed,1,1,Y,1751,,1751,,1
鬼,,Alpha,7,1,Y,1752,,1752,,1
-2162,,Num,1,1,Y,1753,,1753,,1
理由,,Alpha,3,3,Y,1754,,1754,,0.7219578525
行わ,,Alpha,1,1,Y,4102,1555,1555,.,1
産業博覧会,nlpNounGroup,Alpha,2,1,Y,1755,,1755,,1
仮,,Alpha,1,1,Y,1756,,1756,,1
くう,,Alpha,1,1,Y,1757,,1757,+,1
学部,,Alpha,1,1,Y,1758,,1758,,1
成型,,Alpha,1,1,Y,1759,,1759,,1
横断,,Alpha,1,1,Y,1760,,1760,,1
欠陥住宅,,Alpha,1,1,Y,1761,,1761,,1
乗用車運転,nlpNounGroup,Alpha,1,1,Y,1762,,1762,,1
小１,,Mixed,1,1,Y,1763,,1763,,1
橋公園,nlpNounGroup,Alpha,1,1,Y,1764,,1764,,1
くえ,,Alpha,1,1,Y,4103,1757,1757,.,1
川村,,Alpha,1,1,Y,1765,,1765,,1
協議会,,Alpha,1,1,Y,1766,,1766,,1
阿蘇山,,Alpha,2,1,Y,1767,,1767,,1
バタフライ,,Alpha,1,1,Y,1768,,1768,,1
海,,Alpha,3,2,Y,1769,,1769,,0.8389078949
新ただ,,Alpha,4,3,Y,1770,,1770,+,0.7368624046
四季折々,nlpNounGroup,Alpha,1,1,Y,1771,,1771,,1
共同不法行為,nlpNounGroup,Alpha,1,1,Y,1772,,1772,,1
昔,,Alpha,3,3,Y,1773,,1773,,0.7219578525
富む,,Alpha,1,1,Y,1774,,1774,+,1
小４,,Mixed,1,1,Y,1775,,1775,,1
相互,,Alpha,2,1,Y,1776,,1776,,1
寄せて,,Alpha,2,2,Y,4104,1797,1797,.,0.8245749364
焼き鳥,,Alpha,1,1,Y,1777,,1777,,1
まじろう,,Alpha,1,1,Y,4105,1833,1833,.,1
魚くず,nlpNounGroup,Alpha,1,1,Y,1778,,1778,,1
担当係長,nlpNounGroup,Alpha,1,1,Y,1779,,1779,,1
連邦,,Alpha,1,1,Y,1780,,1780,,1
野田村,,Alpha,1,1,Y,1781,,1781,,1
協力関係,,Alpha,1,1,Y,1782,,1782,,1
請求する,,Alpha,1,1,Y,1783,,1783,+,1
マルショク,,Alpha,1,1,Y,1784,,1784,,1
カ,,Alpha,1,1,Y,1785,,1785,,1
町,,Alpha,3,3,Y,1786,,1786,,0.7219578525
素敵な,,Alpha,1,1,Y,4106,1738,1738,.,1
責任者,,Alpha,1,1,Y,1787,,1787,,1
イベント,,Alpha,3,3,Y,1788,,1788,,0.7219578525
語り合い,,Alpha,1,1,Y,4107,1791,1791,.,1
ども,,Alpha,3,3,Y,1789,,1789,,0.7219578525
くださる,,Alpha,17,9,Y,1790,,1790,+,0.5270191103
語り合う,,Alpha,1,1,Y,1791,,1791,+,1
